Date & Time (Local), Date & Time (UTC),  Box Temp,  O3 Concentration,  O3 Gen Lamp Temp,  O3 Gen Ref,  O3 Meas,  O3 Ref,  Photo Lamp Temp,  Ref 4096mV,  Ref Ground,  Sample Flow,  Sample Press,  Sample Temp,  Slope 1,  Stability
11/15/2022 02:07:00,11/15/2022 01:07:00, 33.213924407959, 0.440702944993973, -----, -----, 3728.08862304687, 3728.08862304687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 787.1396484375, 26.7558631896973, 41.4870834350586, 1.04713189601898, 0.18035152554512
11/15/2022 02:08:00,11/15/2022 01:08:00, 33.2067527770996, 0.510916948318481, -----, -----, 3728.14135742187, 3728.14135742187, 57.9976539611816, 4095.82104492187, 0, 784.778991699219, 26.7841873168945, 41.4881782531738, 1.04713189601898, 0.152780398726463
11/15/2022 02:09:00,11/15/2022 01:09:00, 33.1935958862305, 0.1832495033741, -----, -----, 3728.19409179687, 3728.19409179687, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 785.85693359375, 26.7838287353516, 41.4881782531738, 1.04713189601898, 0.169186860322952
11/15/2022 02:10:00,11/15/2022 01:10:00, 33.2115325927734, 0.0424094796180725, -----, -----, 3727.98315429687, 3727.98315429687, 58.001163482666, 4095.82104492187, 0.0527153015136719, 785.292236328125, 26.7888507843018, 41.4870834350586, 1.04713189601898, 0.18257948756218
11/15/2022 02:11:00,11/15/2022 01:11:00, 33.2067527770996, -0.122701846063137, -----, -----, 3728.08862304687, 3728.03588867187, 57.9976539611816, 4095.92651367187, 0, 780.468383789062, 26.7956619262695, 41.4859924316406, 1.04713189601898, 0.255065232515335
11/15/2022 02:12:00,11/15/2022 01:12:00, 33.2079429626465, -0.356050848960876, -----, -----, 3728.24682617187, 3728.19409179687, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 783.650146484375, 26.7651844024658, 41.4838027954102, 1.04713189601898, 0.324810445308685
11/15/2022 02:13:00,11/15/2022 01:13:00, 33.2127304077148, -0.0282053332775831, -----, -----, 3728.14135742187, 3728.19409179687, 57.9999961853027, 4095.82104492187, 0.0527153015136719, 787.447631835937, 26.7605266571045, 41.4772338867188, 1.04713189601898, 0.211729541420937
11/15/2022 02:14:00,11/15/2022 01:14:00, 33.2019653320313, 0.369484454393387, -----, -----, 3727.98315429687, 3728.08862304687, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 783.265258789062, 26.7633953094482, 41.4717636108398, 1.04713189601898, 0.181400075554848
11/15/2022 02:15:00,11/15/2022 01:15:00, 33.2294578552246, 0.252906441688538, -----, -----, 3728.08862304687, 3728.08862304687, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 782.367126464844, 26.7537136077881, 41.4706726074219, 1.04713189601898, 0.301796406507492
11/15/2022 02:16:00,11/15/2022 01:16:00, 33.21630859375, 0.29983377456665, -----, -----, 3728.03588867187, 3727.98315429687, 57.9999961853027, 4095.92651367187, 0, 781.674377441406, 26.7139148712158, 41.4717636108398, 1.04713189601898, 0.304287046194077
11/15/2022 02:17:00,11/15/2022 01:17:00, 33.2222900390625, 0.416236251592636, -----, -----, 3728.29956054687, 3728.24682617187, 57.9964866638184, 4095.92651367187, 0.0527153015136719, 783.624450683594, 26.7813186645508, 41.4706726074219, 1.04713189601898, 0.180201902985573
11/15/2022 02:18:00,11/15/2022 01:18:00, 33.1971893310547, 0.205365091562271, -----, -----, 3728.24682617187, 3728.19409179687, 57.9976539611816, 4095.87377929687, 0, 784.984313964844, 26.7849044799805, 41.4750480651855, 1.04713189601898, 0.0938722342252731
11/15/2022 02:19:00,11/15/2022 01:19:00, 33.1924018859863, 0.393341362476349, -----, -----, 3728.14135742187, 3728.19409179687, 57.9976539611816, 4095.87377929687, 0.0527153015136719, 784.548278808594, 26.7845458984375, 41.4794273376465, 1.04713189601898, 0.0988330990076065
11/15/2022 02:20:00,11/15/2022 01:20:00, 33.213924407959, 0.276372671127319, -----, -----, 3728.24682617187, 3728.19409179687, 57.9964866638184, 4095.82104492187, 0, 785.959289550781, 26.7920761108398, 41.478328704834, 1.04713189601898, 0.0782147273421288
11/15/2022 02:21:00,11/15/2022 01:21:00, 33.2127304077148, 0.0885971412062645, -----, -----, 3728.24682617187, 3728.24682617187, 57.9999961853027, 4095.82104492187, 0.0527153015136719, 787.011413574219, 26.8315162658691, 41.4805183410645, 1.04713189601898, 0.174538895487785
11/15/2022 02:22:00,11/15/2022 01:22:00, 33.1983795166016, 0.650792479515076, -----, -----, 3728.14135742187, 3728.19409179687, 57.9999961853027, 4095.82104492187, 0, 782.469787597656, 26.7655429840088, 41.4827079772949, 1.04713189601898, 0.181031882762909
11/15/2022 02:23:00,11/15/2022 01:23:00, 33.2019653320313, 0.604632258415222, -----, -----, 3728.24682617187, 3728.19409179687, 57.9976539611816, 4095.87377929687, 0, 779.365051269531, 26.7680549621582, 41.4838027954102, 1.04713189601898, 0.291357785463333
11/15/2022 02:24:00,11/15/2022 01:24:00, 33.2031631469727, 0.487864464521408, -----, -----, 3728.08862304687, 3728.08862304687, 57.9976539611816, 4095.87377929687, 0, 783.573120117187, 26.758373260498, 41.4870834350586, 1.04713189601898, 0.298793345689774
11/15/2022 02:25:00,11/15/2022 01:25:00, 33.2055587768555, 0.510933518409729, -----, -----, 3728.24682617187, 3728.14135742187, 57.9988288879395, 4095.92651367187, 0.0527153015136719, 782.77783203125, 26.7580146789551, 41.4903678894043, 1.04713189601898, 0.212204173207283
11/15/2022 02:26:00,11/15/2022 01:26:00, 33.2210922241211, 0.230023965239525, -----, -----, 3728.14135742187, 3728.14135742187, 57.9999961853027, 4095.76831054687, 0.0527153015136719, 785.189697265625, 26.6949119567871, 41.4892730712891, 1.04713189601898, 0.137507662177086
11/15/2022 02:27:00,11/15/2022 01:27:00, 33.213924407959, 0.299853771924973, -----, -----, 3728.29956054687, 3728.24682617187, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 785.907958984375, 26.7784519195557, 41.4881782531738, 1.04713189601898, 0.132873252034187
11/15/2022 02:28:00,11/15/2022 01:28:00, 33.2318496704102, 0.205922231078148, -----, -----, 3728.14135742187, 3728.14135742187, 57.9988288879395, 4095.87377929687, 0, 781.777038574219, 26.77414894104, 41.4969329833984, 1.04713189601898, 0.15181365609169
11/15/2022 02:29:00,11/15/2022 01:29:00, 33.2246780395508, 0.557096481323242, -----, -----, 3728.14135742187, 3728.14135742187, 57.9953193664551, 4095.76831054687, 0, 781.469177246094, 26.7827529907227, 41.5013084411621, 1.04713189601898, 0.120588138699532
11/15/2022 02:30:00,11/15/2022 01:30:00, 33.2258796691895, 0.369680911302567, -----, -----, 3728.29956054687, 3728.24682617187, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 784.804626464844, 26.7942276000977, 41.5024032592773, 1.04713189601898, 0.103281870484352
11/15/2022 02:31:00,11/15/2022 01:31:00, 33.2258796691895, 0.439925223588943, -----, -----, 3728.03588867187, 3728.08862304687, 57.9964866638184, 4095.82104492187, 0, 790.83447265625, 26.8204002380371, 41.5056838989258, 1.04713189601898, 0.1055523827672
11/15/2022 02:32:00,11/15/2022 01:32:00, 33.2115325927734, 0.509746551513672, -----, -----, 3728.14135742187, 3728.24682617187, 57.9988288879395, 4095.76831054687, 0.0527153015136719, 784.804626464844, 26.7666206359863, 41.5056838989258, 1.04713189601898, 0.103962749242783
11/15/2022 02:33:00,11/15/2022 01:33:00, 33.21630859375, 0.838203191757202, -----, -----, 3728.19409179687, 3728.19409179687, 57.9976539611816, 4095.82104492187, 0, 787.037109375, 26.7648258209229, 41.506778717041, 1.04713189601898, 0.148763373494148
11/15/2022 02:34:00,11/15/2022 01:34:00, 33.2282676696777, 0.534402072429657, -----, -----, 3728.14135742187, 3728.19409179687, 57.9988288879395, 4095.82104492187, 0.0527153015136719, 781.443481445312, 26.7648258209229, 41.5056838989258, 1.04713189601898, 0.169119879603386
11/15/2022 02:35:00,11/15/2022 01:35:00, 33.2318496704102, 0.463994055986404, -----, -----, 3728.14135742187, 3728.19409179687, 57.9999961853027, 4095.76831054687, 0, 783.778503417969, 26.7465400695801, 41.5056838989258, 1.04713189601898, 0.158451616764069
11/15/2022 02:36:00,11/15/2022 01:36:00, 33.2354354858398, 0.557123363018036, -----, -----, 3728.24682617187, 3728.24682617187, 57.9988288879395, 4095.82104492187, 0.0527153015136719, 777.902526855469, 26.7565803527832, 41.5056838989258, 1.04713189601898, 0.152268022298813
11/15/2022 02:37:00,11/15/2022 01:37:00, 33.2258796691895, 0.720843434333801, -----, -----, 3728.19409179687, 3728.19409179687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 783.111267089844, 26.786340713501, 41.5056838989258, 1.04713189601898, 0.149603560566902
11/15/2022 02:38:00,11/15/2022 01:38:00, 33.210334777832, 0.627520620822906, -----, -----, 3728.14135742187, 3728.19409179687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 785.779907226562, 26.7831115722656, 41.506778717041, 1.04713189601898, 0.126466602087021
11/15/2022 02:39:00,11/15/2022 01:39:00, 33.2187080383301, -0.167859047651291, -----, -----, 3728.08862304687, 3728.08862304687, 57.9999961853027, 4095.76831054687, 0.0527153015136719, 783.829833984375, 26.7888507843018, 41.506778717041, 1.04713189601898, 0.207306683063507
11/15/2022 02:40:00,11/15/2022 01:40:00, 33.210334777832, -0.00412657856941223, -----, -----, 3728.08862304687, 3728.08862304687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 785.266540527344, 26.8028316497803, 41.5089683532715, 1.04713189601898, 0.342693001031876
11/15/2022 02:41:00,11/15/2022 01:41:00, 33.2246780395508, 0.135728448629379, -----, -----, 3728.14135742187, 3728.08862304687, 57.9999961853027, 4096.0849609375, 0, 781.956726074219, 26.7712821960449, 41.5089683532715, 1.04713189601898, 0.330861985683441
11/15/2022 02:42:00,11/15/2022 01:42:00, 33.2175064086914, 0.206152036786079, -----, -----, 3728.14135742187, 3728.19409179687, 57.9988288879395, 4095.82104492187, 0.0527153015136719, 786.216003417969, 26.7637500762939, 41.506778717041, 1.04713189601898, 0.230599984526634
11/15/2022 02:43:00,11/15/2022 01:43:00, 33.2210922241211, 0.112623959779739, -----, -----, 3728.14135742187, 3728.08862304687, 57.9999961853027, 4095.82104492187, 0, 781.879699707031, 26.7662620544434, 41.506778717041, 1.04713189601898, 0.136088222265244
11/15/2022 02:44:00,11/15/2022 01:44:00, 33.2079429626465, -0.122140310704708, -----, -----, 3728.35229492187, 3728.35229492187, 57.9964866638184, 4095.76831054687, 0.0527153015136719, 784.368591308594, 26.7626781463623, 41.5078735351563, 1.04713189601898, 0.141125872731209
11/15/2022 02:45:00,11/15/2022 01:45:00, 33.2258796691895, 0.417007833719254, -----, -----, 3728.03588867187, 3728.08862304687, 58.001163482666, 4095.76831054687, 0.0527153015136719, 786.29296875, 26.7153491973877, 41.5078735351563, 1.04713189601898, 0.16319240629673
11/15/2022 02:46:00,11/15/2022 01:46:00, 33.2222900390625, 0.0664507374167442, -----, -----, 3728.29956054687, 3728.29956054687, 57.9953193664551, 4095.82104492187, 0, 780.36572265625, 26.6988582611084, 41.5078735351563, 1.04713189601898, 0.210726693272591
11/15/2022 02:47:00,11/15/2022 01:47:00, 33.2246780395508, 0.0662650167942047, -----, -----, 3728.24682617187, 3728.29956054687, 57.9988288879395, 4095.82104492187, 0, 783.778503417969, 26.7816772460938, 41.506778717041, 1.04713189601898, 0.220215886831284
11/15/2022 02:48:00,11/15/2022 01:48:00, 33.2282676696777, 0.417423784732819, -----, -----, 3728.19409179687, 3728.19409179687, 57.9999961853027, 4095.82104492187, 0.0527153015136719, 784.650634765625, 26.7802467346191, 41.5089683532715, 1.04713189601898, 0.206117525696754
11/15/2022 02:49:00,11/15/2022 01:49:00, 33.2378234863281, 0.323106527328491, -----, -----, 3728.14135742187, 3728.19409179687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 783.67578125, 26.7841873168945, 41.5078735351563, 1.04713189601898, 0.190331265330315
11/15/2022 02:50:00,11/15/2022 01:50:00, 33.2402153015137, 0.34658020734787, -----, -----, 3728.19409179687, 3728.19409179687, 57.9976539611816, 4095.76831054687, 0.0527153015136719, 785.702880859375, 26.8089256286621, 41.5078735351563, 1.04713189601898, 0.179649725556374
11/15/2022 02:51:00,11/15/2022 01:51:00, 33.2426071166992, 0.814984261989594, -----, -----, 3728.14135742187, 3728.14135742187, 57.9953193664551, 4095.87377929687, 0, 783.393615722656, 26.7576560974121, 41.5089683532715, 1.04713189601898, 0.213742569088936
11/15/2022 02:52:00,11/15/2022 01:52:00, 33.247386932373, 1.25935566425323, -----, -----, 3727.98315429687, 3728.03588867187, 57.9988288879395, 4095.92651367187, 0, 783.444763183594, 26.759090423584, 41.5089683532715, 1.04713189601898, 0.255252748727798
11/15/2022 02:53:00,11/15/2022 01:53:00, 33.2294578552246, 0.931443572044373, -----, -----, 3728.08862304687, 3728.14135742187, 57.9976539611816, 4095.87377929687, 0, 786.164672851562, 26.7598075866699, 41.5100631713867, 1.04713189601898, 0.301043599843979
11/15/2022 02:54:00,11/15/2022 01:54:00, 33.2282676696777, 0.533450722694397, -----, -----, 3728.24682617187, 3728.24682617187, 57.9988288879395, 4095.87377929687, 0, 782.623840332031, 26.7483348846436, 41.5100631713867, 1.04713189601898, 0.246906414628029
11/15/2022 02:55:00,11/15/2022 01:55:00, 33.2366256713867, 0.462810158729553, -----, -----, 3728.19409179687, 3728.14135742187, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 783.290893554687, 26.719654083252, 41.5122489929199, 1.04713189601898, 0.250333070755005
11/15/2022 02:56:00,11/15/2022 01:56:00, 33.2402153015137, 0.0178563874214888, -----, -----, 3728.14135742187, 3728.14135742187, 57.9999961853027, 4095.87377929687, 0.0527153015136719, 782.80322265625, 26.7795295715332, 41.5177192687988, 1.04713189601898, 0.333303719758987
11/15/2022 02:57:00,11/15/2022 01:57:00, 33.2187080383301, 0.299641400575638, -----, -----, 3728.19409179687, 3728.19409179687, 58.001163482666, 4095.92651367187, 0.0527153015136719, 785.933654785156, 26.7773761749268, 41.5220985412598, 1.04713189601898, 0.255170732736588
11/15/2022 02:58:00,11/15/2022 01:58:00, 33.2222900390625, 0.510773301124573, -----, -----, 3728.29956054687, 3728.24682617187, 57.9976539611816, 4095.87377929687, 0, 783.650146484375, 26.7802467346191, 41.5275650024414, 1.04713189601898, 0.170962318778038
11/15/2022 02:59:00,11/15/2022 01:59:00, 33.2270698547363, 0.300026893615723, -----, -----, 3728.08862304687, 3728.14135742187, 57.9999961853027, 4095.92651367187, 0.0527153015136719, 782.085083007812, 26.7920761108398, 41.5308494567871, 1.04713189601898, 0.153676509857178
11/15/2022 03:00:00,11/15/2022 02:00:00, 33.2390251159668, 0.650867164134979, -----, -----, 3728.08862304687, 3728.08862304687, 57.9964866638184, 4095.87377929687, 0.0527153015136719, 795.581420898438, 26.7773761749268, 41.5406951904297, 1.04713189601898, 0.161939635872841
11/15/2022 03:01:00,11/15/2022 02:01:00, 33.2342376708984, 0.581023037433624, -----, -----, 3728.19409179687, 3728.24682617187, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 784.548278808594, 26.7576560974121, 41.5385093688965, 1.04713189601898, 0.147924765944481
11/15/2022 03:02:00,11/15/2022 02:02:00, 33.2449913024902, 0.557571470737457, -----, -----, 3728.14135742187, 3728.19409179687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 783.67578125, 26.7601680755615, 41.5406951904297, 1.04713189601898, 0.134783342480659
11/15/2022 03:03:00,11/15/2022 02:03:00, 33.2390251159668, 0.533493936061859, -----, -----, 3728.19409179687, 3728.19409179687, 57.9988288879395, 4095.82104492187, 0.0527153015136719, 785.03564453125, 26.7565803527832, 41.5461654663086, 1.04713189601898, 0.135088071227074
11/15/2022 03:04:00,11/15/2022 02:04:00, 33.2461891174316, 0.345809489488602, -----, -----, 3728.19409179687, 3728.19409179687, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 784.932983398437, 26.7390117645264, 41.5483512878418, 1.04713189601898, 0.109363675117493
11/15/2022 03:05:00,11/15/2022 02:05:00, 33.2509689331055, 0.369864046573639, -----, -----, 3728.03588867187, 3727.98315429687, 58.001163482666, 4095.87377929687, 0, 768.511596679687, 26.7763004302979, 41.550537109375, 1.04713189601898, 0.140997350215912
11/15/2022 03:06:00,11/15/2022 02:06:00, 33.2366256713867, 0.159700289368629, -----, -----, 3728.19409179687, 3728.08862304687, 57.9999961853027, 4095.87377929687, 0.0527153015136719, 787.729736328125, 26.774866104126, 41.5516319274902, 1.04713189601898, 0.171463340520859
11/15/2022 03:07:00,11/15/2022 02:07:00, 33.2282676696777, 0.299616426229477, -----, -----, 3728.24682617187, 3728.24682617187, 57.9988288879395, 4095.92651367187, 0.0527153015136719, 787.473327636719, 26.774866104126, 41.5527267456055, 1.04713189601898, 0.124744884669781
11/15/2022 03:08:00,11/15/2022 02:08:00, 33.253360748291, 0.417448133230209, -----, -----, 3728.19409179687, 3728.19409179687, 57.9988288879395, 4095.92651367187, 0, 781.546203613281, 26.7820358276367, 41.5527267456055, 1.04713189601898, 0.0726551115512848
11/15/2022 03:09:00,11/15/2022 02:09:00, 33.2557487487793, 0.112691096961498, -----, -----, 3728.08862304687, 3728.08862304687, 57.9976539611816, 4095.87377929687, 0, 784.419921875, 26.7956619262695, 41.5538215637207, 1.04713189601898, 0.0859073773026466
11/15/2022 03:10:00,11/15/2022 02:10:00, 33.2390251159668, 0.0888098478317261, -----, -----, 3728.14135742187, 3728.19409179687, 57.9988288879395, 4095.87377929687, 0, 782.495483398437, 26.8279285430908, 41.5527267456055, 1.04713189601898, 0.106925822794437
11/15/2022 03:11:00,11/15/2022 02:11:00, 33.2390251159668, 0.487317562103271, -----, -----, 3728.14135742187, 3728.14135742187, 57.9999961853027, 4095.92651367187, 0.0527153015136719, 785.779907226562, 26.7526378631592, 41.5560073852539, 1.04713189601898, 0.13029944896698
11/15/2022 03:12:00,11/15/2022 02:12:00, 33.247386932373, 0.112496815621853, -----, -----, 3728.14135742187, 3728.19409179687, 57.9999961853027, 4095.92651367187, 0, 785.831237792969, 26.7537136077881, 41.5592880249023, 1.04713189601898, 0.137425944209099
11/15/2022 03:13:00,11/15/2022 02:13:00, 33.2557487487793, 0.32329797744751, -----, -----, 3728.03588867187, 3728.03588867187, 57.9988288879395, 4095.97924804687, 0.0527153015136719, 781.135498046875, 26.7486934661865, 41.5614776611328, 1.04713189601898, 0.125362768769264
11/15/2022 03:14:00,11/15/2022 02:14:00, 33.2545547485352, 0.182332322001457, -----, -----, 3728.14135742187, 3728.14135742187, 57.9976539611816, 4095.92651367187, 0, 782.495483398437, 26.72287940979, 41.5647583007812, 1.04713189601898, 0.11752400547266
11/15/2022 03:15:00,11/15/2022 02:15:00, 33.2557487487793, -0.00599858118221164, -----, -----, 3728.08862304687, 3728.03588867187, 57.9988288879395, 4095.87377929687, 0.0527153015136719, 782.110717773437, 26.7662620544434, 41.563663482666, 1.04713189601898, 0.140508383512497
11/15/2022 03:16:00,11/15/2022 02:16:00, 33.2629127502441, 0.0877484679222107, -----, -----, 3728.08862304687, 3728.03588867187, 57.9999961853027, 4095.87377929687, 0.0527153015136719, 781.289489746094, 26.7712821960449, 41.5680389404297, 1.04713189601898, 0.131981045007706
11/15/2022 03:17:00,11/15/2022 02:17:00, 33.2521629333496, 0.0421568751335144, -----, -----, 3728.03588867187, 3728.03588867187, 57.9999961853027, 4095.87377929687, 0, 782.726501464844, 26.770565032959, 41.5713157653809, 1.04713189601898, 0.135465040802956
11/15/2022 03:18:00,11/15/2022 02:18:00, 33.2461891174316, 0.15900331735611, -----, -----, 3728.08862304687, 3728.03588867187, 57.9988288879395, 4095.87377929687, 0, 784.060546875, 26.7784519195557, 41.5735054016113, 1.04713189601898, 0.109559006989002
11/15/2022 03:19:00,11/15/2022 02:19:00, 33.2748603820801, 0.0638219937682152, -----, -----, 3727.93041992187, 3727.98315429687, 57.9999961853027, 4095.87377929687, 0.0527153015136719, 784.522583007812, 26.7953033447266, 41.5756950378418, 1.04713189601898, 0.111573755741119
11/15/2022 03:20:00,11/15/2022 02:20:00, 33.2497711181641, 0.298977375030518, -----, -----, 3728.14135742187, 3728.08862304687, 57.9953193664551, 4095.92651367187, 0.0527153015136719, 781.905395507812, 26.7633953094482, 41.5822563171387, 1.04713189601898, 0.115523166954517
11/15/2022 03:21:00,11/15/2022 02:21:00, 33.2700805664062, 0.369856774806976, -----, -----, 3728.03588867187, 3728.14135742187, 57.9999961853027, 4095.92651367187, 0.0527153015136719, 782.136413574219, 26.7469005584717, 41.5811653137207, 1.04713189601898, 0.143520906567574
11/15/2022 03:22:00,11/15/2022 02:22:00, 33.2629127502441, 0.557238101959229, -----, -----, 3728.08862304687, 3728.08862304687, 57.9999961853027, 4095.87377929687, 0, 781.854064941406, 26.7497692108154, 41.5822563171387, 1.04713189601898, 0.196937009692192
11/15/2022 03:23:00,11/15/2022 02:23:00, 33.2688903808594, 0.0419063568115234, -----, -----, 3728.08862304687, 3727.98315429687, 57.9999961853027, 4095.87377929687, 0.0527153015136719, 785.984985351562, 26.7336349487305, 41.5833511352539, 1.04713189601898, 0.193471074104309
11/15/2022 03:24:00,11/15/2022 02:24:00, 33.2557487487793, 0.230266854166985, -----, -----, 3728.03588867187, 3728.03588867187, 57.9976539611816, 4095.87377929687, 0, 786.652099609375, 26.7096138000488, 41.5888175964355, 1.04713189601898, 0.241344392299652
11/15/2022 03:25:00,11/15/2022 02:25:00, 33.2617225646973, 0.72312319278717, -----, -----, 3727.87768554687, 3727.8251953125, 58.001163482666, 4095.87377929687, 0.0527153015136719, 782.675170898437, 26.7687721252441, 41.5910034179688, 1.04713189601898, 0.2510706782341
11/15/2022 03:26:00,11/15/2022 02:26:00, 33.2724723815918, 0.206756874918938, -----, -----, 3728.08862304687, 3728.08862304687, 58.001163482666, 4095.82104492187, 0.0527153015136719, 786.780395507812, 26.7641086578369, 41.5931968688965, 1.04713189601898, 0.235644310712814
11/15/2022 03:27:00,11/15/2022 02:27:00, 33.2808303833008, 0.0183604042977095, -----, -----, 3727.93041992187, 3727.98315429687, 57.9988288879395, 4095.92651367187, 0.0527153015136719, 782.880249023437, 26.7669792175293, 41.5964698791504, 1.04713189601898, 0.251898795366287
11/15/2022 03:28:00,11/15/2022 02:28:00, 33.2724723815918, 0.487353324890137, -----, -----, 3728.24682617187, 3728.19409179687, 57.9953193664551, 4095.92651367187, 0, 784.214538574219, 26.7838287353516, 41.5964698791504, 1.04713189601898, 0.217304110527039
11/15/2022 03:29:00,11/15/2022 02:29:00, 33.2868003845215, -0.0756299197673798, -----, -----, 3728.03588867187, 3728.03588867187, 57.9988288879395, 4095.87377929687, 0, 787.113952636719, 26.8082084655762, 41.6008491516113, 1.04713189601898, 0.228322565555573
11/15/2022 03:30:00,11/15/2022 02:30:00, 33.2808303833008, -0.286736518144608, -----, -----, 3728.03588867187, 3727.98315429687, 58.0023384094238, 4095.87377929687, 0.0527153015136719, 784.137573242187, 26.7472591400146, 41.5964698791504, 1.04713189601898, 0.280640184879303
11/15/2022 03:31:00,11/15/2022 02:31:00, 33.2808303833008, 0.181481033563614, -----, -----, 3728.03588867187, 3727.93041992187, 57.9976539611816, 4095.82104492187, 0.0527153015136719, 783.444763183594, 26.7461853027344, 41.5953826904297, 1.04713189601898, 0.286521732807159
11/15/2022 03:32:00,11/15/2022 02:32:00, 33.2700805664062, -0.0288162212818861, -----, -----, 3727.98315429687, 3727.93041992187, 58.0023384094238, 4095.82104492187, 0.0527153015136719, 785.03564453125, 26.7425994873047, 41.5931968688965, 1.04713189601898, 0.275484800338745
11/15/2022 03:33:00,11/15/2022 02:33:00, 33.2772521972656, 0.604457676410675, -----, -----, 3728.14135742187, 3728.08862304687, 57.9964866638184, 4095.82104492187, 0, 779.159729003906, 26.7318420410156, 41.5953826904297, 1.04713189601898, 0.218817248940468
11/15/2022 03:34:00,11/15/2022 02:34:00, 33.2903823852539, 0.13548082113266, -----, -----, 3728.03588867187, 3727.98315429687, 58.001163482666, 4095.87377929687, 0, 768.665588378906, 26.7676963806152, 41.5953826904297, 1.04713189601898, 0.198990195989609
11/15/2022 03:35:00,11/15/2022 02:35:00, 33.2784423828125, 0.0426574908196926, -----, -----, 3728.03588867187, 3728.03588867187, 58.0023384094238, 4095.92651367187, 0.0527153015136719, 783.881164550781, 26.7651844024658, 41.5964698791504, 1.04713189601898, 0.186882138252258
11/15/2022 03:36:00,11/15/2022 02:36:00, 33.2903823852539, 0.230056315660477, -----, -----, 3728.03588867187, 3727.98315429687, 57.9976539611816, 4095.87377929687, 0.0527153015136719, 782.649475097656, 26.7641086578369, 41.5975685119629, 1.04713189601898, 0.188072308897972
11/15/2022 03:37:00,11/15/2022 02:37:00, 33.291576385498, 0.417262643575668, -----, -----, 3727.98315429687, 3727.93041992187, 57.9999961853027, 4095.87377929687, 0, 783.752807617187, 26.774507522583, 41.5975685119629, 1.04713189601898, 0.199255615472794
11/15/2022 03:38:00,11/15/2022 02:38:00, 33.2820243835449, 0.674119651317596, -----, -----, 3728.03588867187, 3727.98315429687, 57.9976539611816, 4095.87377929687, 0.0527153015136719, 785.189697265625, 26.786340713501, 41.5997505187988, 1.04713189601898, 0.225945204496384
11/15/2022 03:39:00,11/15/2022 02:39:00, 33.2820243835449, 0.814936757087708, -----, -----, 3727.93041992187, 3727.98315429687, 57.9988288879395, 4095.92651367187, 0, 781.443481445312, 26.7526378631592, 41.5986595153809, 1.04713189601898, 0.240687325596809
11/15/2022 03:40:00,11/15/2022 02:40:00, 33.2772521972656, 0.79047042131424, -----, -----, 3727.93041992187, 3727.98315429687, 57.9999961853027, 4095.92651367187, 0.0527153015136719, 788.012084960937, 26.7490520477295, 41.5986595153809, 1.04713189601898, 0.199201509356499
11/15/2022 03:41:00,11/15/2022 02:41:00, 33.2856063842773, 0.602282285690308, -----, -----, 3727.93041992187, 3727.87768554687, 58.001163482666, 4095.87377929687, 0, 784.368591308594, 26.7479763031006, 41.6019439697266, 1.04713189601898, 0.147504091262817
11/15/2022 03:42:00,11/15/2022 02:42:00, 33.2903823852539, 0.79145336151123, -----, -----, 3728.03588867187, 3728.03588867187, 57.9976539611816, 4095.82104492187, 0, 783.16259765625, 26.7408065795898, 41.5997505187988, 1.04713189601898, 0.0966385304927826
11/15/2022 03:43:00,11/15/2022 02:43:00, 33.2712745666504, -0.0528822541236877, -----, -----, 3727.98315429687, 3727.93041992187, 57.9999961853027, 4095.87377929687, 0, 783.547485351563, 26.6974239349365, 41.5964698791504, 1.04713189601898, 0.191597580909729
11/15/2022 03:44:00,11/15/2022 02:44:00, 33.2712745666504, 0.0640116035938263, -----, -----, 3727.98315429687, 3728.03588867187, 58.001163482666, 4095.82104492187, 0, 786.087646484375, 26.7673377990723, 41.5953826904297, 1.04713189601898, 0.359773099422455
11/15/2022 03:45:00,11/15/2022 02:45:00, 33.2497711181641, 0.439765274524689, -----, -----, 3727.98315429687, 3728.03588867187, 58.0023384094238, 4095.82104492187, 0, 782.495483398437, 26.7680549621582, 41.5931968688965, 1.04713189601898, 0.333978056907654
11/15/2022 03:46:00,11/15/2022 02:46:00, 33.253360748291, 0.32326203584671, -----, -----, 3727.87768554687, 3727.93041992187, 58.0023384094238, 4095.92651367187, 0, 784.060546875, 26.769847869873, 41.5921020507813, 1.04713189601898, 0.311855435371399
11/15/2022 03:47:00,11/15/2022 02:47:00, 33.253360748291, 0.417057156562805, -----, -----, 3728.08862304687, 3728.03588867187, 57.9988288879395, 4095.92651367187, 0, 783.650146484375, 26.7719993591309, 41.589916229248, 1.04713189601898, 0.298170894384384
